activity_id,prompt_id,feedback_id,feedback_primary,feedback_secondary
456,715,7968,<p>Try clearing your response and starting again. <em>Because</em> is used to explain why or give a reason. Go back to the text and look for reasons why industrial workers wanted to improve their working conditions.<br/><br/>What were two challenging aspects of factory work?</p>,<p>Try clearing your response and starting again. Talk about why factory workers wanted to improve their working conditions. <br/><br/>What were some of the dangers that industrial workers faced? Use the highlighted text for ideas.</p>
456,715,7970,<p>It&#x27;s true that factory workers&#x27; working conditions were unhealthy. Now be more specific.<br/><br/>What made their working conditions unhealthy or dangerous?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>What was unhealthy or dangerous about their workplace? Read the highlighted text for ideas.</p>
456,715,7972,"<p>Try clearing your response and starting again. Instead of focusing on Bloody Sunday, write about industrial workers&#x27; experiences in factories.<br/><br/>What were two challenging aspects of factory work?</p>",<p>Try clearing your response and starting again. Write about why factory workers wanted to improve their working conditions. <br/><br/>What were some of the dangers that industrial workers faced? Use the highlighted text for ideas.</p>
455,714,7884,<p>New tools have been created to detect the use of AI voice cloning technology—that&#x27;s true. Now add a detail to strengthen your response. Who is creating these tools?</p>,<p>Keep revising! What is the name of one streaming service that created an AI detection tool? Read the highlighted text for ideas.</p>
455,714,7886,"<p>Try clearing your response and starting again.<br/><br/>Instead of talking about possible regulation of AI voice cloning, focus on what some companies have already done in response to musicians&#x27; concerns. What are some companies doing to help?</p>",<p>Keep revising! What kind of tools are companies creating in response to musicians&#x27; concerns? Read the highlighted text for ideas.</p>
455,714,7888,"<p>Try clearing your response and starting again.<br/><br/>Instead of talking about why some musicians are concerned about this technology, focus on what some companies and organizations have done in response to their concerns. What are these companies doing to help?</p>",<p>Keep revising! What kind of tools are companies creating in response to musicians&#x27; concerns?</p>
455,714,7890,"<p>Try clearing your response and starting again.<br/><br/>Instead of talking about why some musicians support AI voice cloning, focus on what some companies and organizations have done in response to musician&#x27;s concerns about this technology. What are these companies doing to help?</p>",<p>Keep revising! What kind of tools are companies creating in response to musicians&#x27; concerns?</p>
455,714,7892,"<p>Try clearing your response and starting again.<br/><br/>Instead of talking about the future of AI voice cloning, focus on what some companies and organizations have done in response to musician&#x27;s concerns about this technology. What are these companies doing to help?</p>",<p>Keep revising! What kind of tools are companies creating in response to musicians&#x27; concerns?</p>
455,714,7894,"<p>Try clearing your response and starting again.<br/><br/>It&#x27;s true that UMG got &quot;Heart on My Sleeve&quot; removed from streaming platforms and cited copyright laws, but this was not a direct consequence of some musicians being against the technology.<br/><br/>Focus instead on what companies and organizations have done in response to musicians&#x27; concerns. What are these companies doing to help?</p>",<p>Keep revising! What kind of tools are companies creating in response to musicians&#x27; concerns?</p>
455,714,7896,<p>Try clearing your response and starting again. <br/><br/>What are companies and organizations doing in response to musicians&#x27; concerns about AI voice cloning technology? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What kind of tools are companies creating in response to musicians&#x27; concerns? Read the highlighted text for ideas.</p>
455,713,7870,<p>It&#x27;s true that some musicians support voice cloning technology. Now be more specific. What is an example of a musician who supports this technology and why do they feel this way?</p>,<p>Keep revising! Make sure that you include the name of a specific musician. Why does this musician support voice cloning technology? Read the highlighted text for ideas.</p>
455,713,7872,<p>It&#x27;s true that AI voice cloning can be used to collaborate with fans. Now be more specific. Who thinks this?</p>,<p>Keep revising! What is the name of one musician who feels that this technology can help collaborate with fans? Read the highlighted text for ideas.</p>
455,713,7874,<p>It&#x27;s true that some people think that this technology can make music-making more accessible. Now be more specific. Who thinks this?</p>,<p>Keep revising! What is the name of a musician who feels that voice cloning technology can help new artists create their own music? Read the highlighted text for ideas.</p>
455,713,7876,"<p>Try clearing your response and starting again. <br/><br/>Instead of explaining why some musicians are against AI voice cloning technology, explain why others <strong>support</strong> it. What is one reason that some musicians like AI voice cloning?</p>",<p>Keep revising! What do some musicians feel that this technology offers them? Read the highlighted text for ideas.</p>
455,713,7878,"<p>Try clearing your response and starting again. <br/><br/>Instead of talking about Deezer&#x27;s tagging system, explain why some musicians support AI voice cloning. What is one reason that some musicians are supportive of this technology?</p>",<p>Keep revising! What do some musicians feel that this technology offers them? Read the highlighted text for ideas.</p>
455,713,7880,<p>Try clearing your response and starting again. <br/><br/>What is one reason why musicians like Grimes are supportive of this technology? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What is an opportunity that AI voice cloning technology offers musicians? Read the highlighted text for ideas.</p>
455,712,7850,<p>It&#x27;s true that musicians are concerned about the technology being used without their permission. Now be more specific. What could this technology be used to do?</p>,<p>Keep revising! What is being replicated without artists&#x27; consent? Read the highlighted text for ideas.</p>
455,712,7852,<p>It&#x27;s true that musicians aren&#x27;t getting paid. Now be more specific. What do they want to be paid for?</p>,<p>Keep revising! What is being featured in songs without paying musicians? Read the highlighted text for ideas.</p>
455,712,7854,<p>It&#x27;s true that this technology can be used to replicate musicians&#x27; voices! Now add to your response. Why do some musicians think this is a problem?</p>,<p>Keep revising! Why are some musicians concerned about AI being able to imitate their voices? Read the highlighted text for ideas.</p>
455,712,7856,<p>It&#x27;s true that lyrics might be offensive or not in line with their beliefs. Now be more specific. What could be used to make it seem like they&#x27;re singing these lyrics?</p>,<p>Keep revising! What technology is being used to make it look like they are singing lyrics that are offensive? Read the highlighted text for ideas.</p>
455,712,7858,<p>That&#x27;s true! Now be more specific. What do they find inauthentic and difficult to emotionally connect to?</p>,<p>Keep revising! What do some musicians find inauthentic and difficult to emotionally connect to? Read the highlighted text for ideas.</p>
455,712,7860,"<p>Try clearing your response and starting again. <br/><br/>Instead of talking about why some musicians support this technology, explain why some are <strong>against</strong> AI voice cloning. What is one reason why some musicians dislike this technology?</p>",<p>Keep revising! What are some musicians worried that this technology could be used for? Read the highlighted text for ideas.</p>
455,712,7862,"<p>Try clearing your response and starting again.<br/><br/>Instead of talking about how companies are responding to concerns about AI voice cloning, explain why some musicians are against using this technology.<br/><br/>What is one reason some musicians dislike AI voice cloning?</p>",<p>Keep revising! What are some musicians worried that this technology could be used for? Read the highlighted text for ideas.</p>
455,712,7864,<p>Try clearing your response and starting again. <br/><br/>What is one reason why some musicians dislike AI voice cloning technology? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What are some musicians worried that this technology could be used for? Read the highlighted text for ideas.</p>
450,699,6794,<p>It&#x27;s true that CETI is working on unique solutions to get the data they need. Now be more specific. What is an example of these solutions?</p>,<p>Keep revising! What kind of technology is CETI using to record whale vocalizations? Read the highlighted text for ideas.</p>
450,699,6796,<p>It&#x27;s true that CETI is placing listening devices on the seafloor. Now be more specific. Why are they doing this?</p>,<p>Keep revising! What are these listening devices recording? Read the highlighted text for ideas.</p>
450,699,6798,<p>It&#x27;s true that CETI is using drones. Now be more specific. Why are they doing this?</p>,<p>Keep revising! What are these drones used for? Read the highlighted text for ideas.</p>
450,699,6800,<p>It&#x27;s true that CETI is attaching listening devices to whales. Now be more specific. How are they doing this?</p>,<p>Keep revising! What technology allows them to attach specially-designed listening devices to whales? Read the highlighted text for ideas.</p>
450,699,6802,"<p>Try clearing your response and trying again.<br/><br/>Instead of explaining why CETI needs large amounts of data, focus on how they are getting this data. What is the CETI team doing to get the recordings they need?</p>",<p>Keep revising! What kind of technology is CETI using to record whale vocalizations? Read the highlighted text for ideas.</p>
450,699,6804,"<p>Try clearing your response and trying again.<br/><br/>Instead of explaining why getting data is challenging, focus on how CETI is getting this data. What is the CETI team doing to get the recordings they need?</p>",<p>Keep revising! What kind of technology is CETI using to record whale vocalizations? Read the highlighted text for ideas.</p>
450,699,6806,"<p>Try clearing your response and trying again.<br/><br/>Instead of talking about CETI&#x27;s mission to communicate with whales, focus on how CETI is getting their data. What is the CETI team doing to get the recordings they need?</p>",<p>Keep revising! What kind of technology is CETI using to record whale vocalizations? Read the highlighted text for ideas.</p>
450,699,6808,<p>Try clearing your response and starting again. <br/><br/>How is the CETI team getting the data that they need? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What kind of technology is CETI using to record whale vocalizations? Read the highlighted text for ideas.</p>
450,698,6772,<p>It&#x27;s true that it&#x27;s difficult to get whale data. Now be more specific. Why is it difficult?</p>,<p>Keep revising! Why is the process of collecting whale data challenging? Read the highlighted text for ideas.</p>
450,698,6774,<p>That&#x27;s true! Now be more specific. Why is this aspect of whale behavior a problem for researchers?</p>,<p>Keep revising! What are researchers trying to get? Read the highlighted text for ideas.</p>
450,698,6776,<p>It&#x27;s true that CETI doesn&#x27;t have enough recordings. Now add a statistic to strengthen your response. How many recordings does CETI need?</p>,<p>Keep revising! How many recordings does CETI need? Read the highlighted text for ideas.</p>
450,698,6778,<p>That&#x27;s true! Now be more specific. Why is this a problem for CETI?</p>,<p>Keep revising! How many recordings does CETI have compared to the amount they need? Read the highlighted text for ideas.</p>
450,698,6780,"<p>Try clearing your response and trying again.<br/><br/>Instead of talking about CETI&#x27;s use of whale clicks, focus on why getting whale data is difficult. Why is recording whale vocalizations challenging for researchers?</p>",<p>Keep revising! What aspects of whale behavior make it challenging for researchers to record them? Read the highlighted text for ideas.</p>
450,698,6782,"<p>Try clearing your response and trying again.<br/><br/>Instead of talking about the need for large amounts of data, focus on why getting this data is difficult. Why is recording whale vocalizations challenging for researchers?</p>",<p>Keep revising! What aspects of whale behavior make it challenging for researchers to record them? Read the highlighted text for ideas.</p>
450,698,6784,"<p>Try clearing your response and trying again.<br/><br/>Instead of explaining why CETI needs large amounts of data, focus on why getting this data is difficult. Why is recording whale vocalizations challenging for researchers?</p>",<p>Keep revising! What aspects of whale behavior make it challenging for researchers to record them? Read the highlighted text for ideas.</p>
450,698,6786,"<p>Try clearing your response and trying again.<br/><br/>Instead of explaining how CETI is getting data, focus on why getting this data can be difficult. Why is recording whale vocalizations challenging for researchers?</p>",<p>Keep revising! What aspects of whale behavior make it challenging for researchers to record them? Read the highlighted text for ideas.</p>
450,698,6788,<p>Try clearing your response and starting again. <br/><br/>Why is recording whale vocalizations challenging for researchers? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What aspects of whale behavior make it challenging for researchers to record them? Read the highlighted text for ideas.</p>
450,697,6754,<p>It&#x27;s true that CETI wants to avoid misunderstandings. Now be more specific. What could lead to these misunderstandings?</p>,<p>Keep revising! What kinds of datasets could lead to misunderstandings? Read the highlighted text for ideas.</p>
450,697,6756,<p>It&#x27;s true that large language models map out the patterns and rules of a language. Now be more specific. What does an LLM look at to do this?</p>,<p>Keep revising! What does an LLM need to analyze patterns and rules in a language? Read the highlighted text for ideas.</p>
450,697,6758,<p>It&#x27;s true that large language models need large datasets. Now be more specific. How do LLMs use these large datasets to understand a language?</p>,<p>Keep revising! What are LLMs trying to find in these massive datasets? Read the highlighted text for ideas.</p>
450,697,6760,"<p>Try clearing your response and trying again.<br/><br/>Instead of talking about CETI&#x27;s mission, explain why they need lots of data. Why do LLMs need huge amounts of data to be effective?</p>",<p>Keep revising! What could happen if a dataset is too small? Read the highlighted text for ideas.</p>
450,697,6762,"<p>Try clearing your response and trying again.<br/><br/>Instead of talking about CETI&#x27;s challenges to getting data, explain why they need this data in the first place. Why do LLMs need huge amounts of data to be effective?</p>",<p>Keep revising! What could happen if a dataset is too small? Read the highlighted text for ideas.</p>
450,697,6764,"<p>Try clearing your response and trying again.<br/><br/>Instead of talking about CETI&#x27;s efforts to get more data, explain why they need this data in the first place. Why do LLMs need huge amounts of data to be effective?</p>",<p>Keep revising! What could happen if a dataset is too small? Read the highlighted text for ideas.</p>
450,697,6766,<p>Try clearing your response and starting again. <br/><br/>Why do LLMs need huge amounts of data to be effective? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What could happen if a dataset is too small? Read the highlighted text for ideas.</p>
449,696,6721,<p>That&#x27;s true—TrailGuard&#x27;s computer vision cameras have been deployed in Africa! Now add a specific detail to your response.<br/><br/>How many TrailGuard cameras were deployed in Africa?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>How many TrailGuard cameras were deployed across Africa in 2022? Read the highlighted text for ideas.</p>
449,696,6723,<p>That&#x27;s true! Now add more specific information to your response. <br/><br/>Where does Resolve plan to install more TrailGuard cameras in the future?</p>,<p>Keep revising! Try to be even more specific.<br/><br/>In which geographical regions does Resolve hope to deploy more TrailGuard cameras? Read the highlighted text for ideas.</p>
449,696,6727,<p>Try clearing your response and starting again. <em>So</em> is used to explain an effect or consequence. Go back to the text and look for a consequence of computer vision cameras being able to identify poachers. <br/><br/>How many TrailGuard cameras were deployed in Africa?</p>,<p>Talk about a consequence of computer vision cameras being able to identify poachers. <br/><br/>How many TrailGuard cameras were deployed across Africa in 2022? Use the highlighted text for ideas.</p>
449,696,6729,<p>Try clearing your response and starting again. <em>So</em> is used to explain an effect or consequence. Go back to the text and look for a consequence of computer vision cameras being able to identify poachers. <br/><br/>How many TrailGuard cameras were deployed in Africa?</p>,<p>Talk about a consequence of computer vision cameras being able to identify poachers. <br/><br/>How many TrailGuard cameras were deployed across Africa in 2022? Use the highlighted text for ideas.</p>
449,696,6731,<p>That&#x27;s true—computer vision may be able to help solve the poaching problem and protect elephants! Now add specific information to your response. <br/><br/>How can computer vision technology help park rangers with the poaching problem?</p>,<p>Keep revising! Try to be even more specific.<br/><br/>How can park rangers help elephants after getting an alert from a TrailGuard camera? Read the highlighted text for ideas.</p>
449,696,6733,<p>Try clearing your response and starting again. <br/><br/>How many TrailGuard cameras were placed in Africa? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>How many TrailGuard cameras were deployed across Africa in 2022? Read the highlighted text for ideas.</p>
449,696,7246,<p>It&#x27;s true that the TrailGuard camera can send alerts to rangers! Now add more specific information to your response. <br/><br/>What can park rangers do after receiving an alert from a TrailGuard camera?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>How can park rangers help elephants after getting an alert from a TrailGuard camera?</p>
449,695,6702,<p>That&#x27;s true—TrailGuard&#x27;s computer vision system can occasionally lose connectivity! Now add a specific detail to your response. <br/><br/>Where can TrailGuard cameras occasionally lose connection?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>In which type of areas can TrailGuard cameras occasionally lose connection? Read the highlighted text for ideas.</p>
449,695,6704,<p>That&#x27;s true—TrailGuard&#x27;s computer vision cameras need radio signal or internet service to work! Now add more specific information to your response.<br/><br/>Where can TrailGuard cameras occasionally lose connection?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>In what kinds of areas can TrailGuard cameras occasionally lose connection? Read the highlighted text for ideas.</p>
449,695,6706,"<p>Try clearing your response and starting again.<br/><br/>Instead of talking about park rangers, focus on a contrasting or suprising idea about computer vision being used to identify poachers.<br/><br/>What is a technical limitation of using computer vision camera to identify poachers?</p>",<p>Try clearing your response and starting again. Talk about a technical limitation of TrailGuard computer vision cameras. <br/><br/>Where can TrailGuard cameras occasionally lose connection? Use the highlighted text for ideas.</p>
449,695,6708,"<p>Try clearing your response and starting again. <br/><br/>Instead of taking about why computer vision is able to identify poachers, explain a contrasting idea about using computer vision camera to identify poachers in the wild. <br/><br/>What is an issue TrailGuard&#x27;s computer vision cameras can face when placed in animal reserves?</p>",<p>Keep revising! Remember: <em>but</em> is used to introduce an contrasting or surprising idea in writing.<br/><br/>Where can TrailGuard cameras occasionally lose connection? Use the highlighted text for ideas.</p>
449,695,6710,<p>Try clearing your response and starting again. <em>But</em> is used to show a <strong>contrasting or surprising idea. </strong>Go back to the text and look for a contrasting idea about computer vision systems being used to identify poachers. <br/><br/>What is an issue TrailGuard&#x27;s computer vision cameras can face when placed in animal reserves?</p>,<p>Keep revising! Remember: <em>but </em>is used to introduce an contrasting or surprising idea in writing.<br/><br/>Where can TrailGuard cameras occasionally lose connection? Use the highlighted text for ideas.</p>
449,695,6712,<p>That&#x27;s true! Now add more specific information to your response. <br/><br/>What is one of the main reasons behind the elephant poaching problem?</p>,<p>Keep revising! Try to be even more specific.<br/><br/>What is one of the root causes of the elephant poaching problem?</p>
449,695,6714,"<p>Try clearing your response and starting again. Instead of focusing on how computer vision systems have to be retrained, focus on an issue computer vision cameras can have when being used to identify poachers in the wild.<br/><br/>What is a technical limitation of using computer vision cameras to identify poachers?</p>",<p>Try clearing your response and starting again. Talk about a technical limitation of TrailGuard computer vision cameras. <br/><br/>In what type of areas can TrailGuard cameras occasionally lose connection? Use the highlighted text for ideas.</p>
449,695,6716,<p>Try clearing your response and starting again. <br/><br/>What is an issue TrailGuard&#x27;s computer vision cameras can face when placed in animal reserves? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>In which type of areas can TrailGuard cameras occasionally lose connection? Read the highlighted text for ideas.</p>
449,694,6677,<p>That&#x27;s true! Now add more specific information to your response. <br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>,<p>Keep revising! Add another detail from the text. <br/><br/>How many images did engineers use to train TrailGuard? Read the highlighted text for ideas.</p>
449,694,6679,<p>That&#x27;s true--computer vision can be used to identify poachers. Now revise your response to include specific information about how the technology works. <br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>,<p>Keep revising! Try to be even more specific about how computer vision works. <br/><br/>How many images did engineers use to train TrailGuard? Read the highlighted text for ideas.</p>
449,694,6681,<p>That&#x27;s true—many images were used when developing TrailGuard&#x27;s computer vision system! Now add more specific information to your response. <br/><br/>What were the images used for during the development process?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>What did engineers use images for when developing TrailGuard? Read the highlighted text for ideas.</p>
449,694,6683,"<p>Try clearing your response and starting again. Instead of focusing on facts about the TrailGuard camera, write about how the computer vision system for the camera was developed. <br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>",<p>Keep revising! Try to focus on how computer vision systems are developed. <br/><br/>How many images did engineers use to train the TrailGuard camera? Read the highlighted text for ideas</p>
449,694,6685,"<p>Try clearing your response and starting again. Instead of talking about how elephants are endangered, explain how the computer vision system was developed.<br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>",<p>Keep revising! Try to be more specific about how computer vision works. <br/><br/>How many images did engineers use to train TrailGuard? Read the highlighted text for ideas.</p>
449,694,6687,<p>That&#x27;s true—the organization Resolve developed the TrailGuard camera! Now revise your response to include specific information about computer vision AI. <br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>,<p>Keep revising! Try to be more specific about how computer vision works. <br/><br/>How many images did engineers use to train TrailGuard? Read the highlighted text for ideas.</p>
449,694,6689,<p>Almost there! Now add another detail to make your response more specific.<br/><br/>How did the AI learn to distinguish between people and animals?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>How did engineers make the computer vision camera able to distinguish between humans and animals?</p>
449,694,6691,"<p>Try clearing your response and starting again. Instead of writing about how the TrailGuard camera can help protect elephants and park rangers, write about a <strong>reason</strong> why computer vision systems are able to identify poachers. <br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>",<p>Keep revising! Remember: <em>because</em> is used to introduce a <strong>reason</strong> in writing.<br/><br/>How many images did engineers use to train TrailGuard&#x27;s computer vision system? Use the highlighted text for ideas.</p>
449,694,6693,<p>Try clearing your response and starting again.<br/><br/><em>Because</em> is used to explain why or give a reason. Go back to the text and look for why computer vision can be used to identify poachers.<br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system?</p>,<p>Keep revising! Remember: <em>because</em> is used to introduce a reason in writing.<br/><br/>How many images did engineers use to train TrailGuard&#x27;s computer vision system? Use the highlighted text for ideas.</p>
449,694,6695,<p>That&#x27;s true—TrailGuard&#x27;s computer vision system is consistently retrained with more images! Now be more specific. <br/><br/>Why are computer vision systems continually retrained?</p>,<p>Keep revising! Try to be even more specific. <br/><br/>Why do engineers continually retrain computer vision systems with more images? Read the highlighted text for ideas.</p>
449,694,6697,<p>Try clearing your response and starting again. <br/><br/>How many images were used to train TrailGuard&#x27;s computer vision system? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>How many images did engineers use to train TrailGuard&#x27;s computer vision system? Read the highlighted text for ideas.</p>
446,687,6899,<p>That&#x27;s one way the French supported the revolutionaries. Write about an effect of that support instead. What happened as a result of France&#x27;s help?</p>,"<p>Keep revising! Instead of writing about <em>how</em> France helped, write about a <strong>result</strong>. What was one effect of France&#x27;s support? Read the highlighted text for ideas.</p>"
446,687,6900,"<p>Instead of writing about a reaction to the American-French alliance, focus on a result of French support in that alliance. How did France&#x27;s aid impact the American Revolution?</p>",<p>Keep revising! Write about an effect of France&#x27;s support during the American Revolution. What did French aid help American troops do? Read the highlighted text for ideas.</p>
446,687,6901,<p>It&#x27;s true that a variety of factors led to the French Revolution. Now be more precise. What happened as a result of France&#x27;s help that contributed to the French Revolution?</p>,<p>Keep revising! Make sure your response links France&#x27;s support and their own revolution. What is one effect of French aid that helped lead to a revolution? Read the highlighted text for ideas.</p>
446,687,6902,"<p>Instead of writing about a reason why France helped American revolutionaries, focus on a result of their actions. What was one effect of French support during the American Revolution?</p>",<p>Keep revising! Write about an effect of France&#x27;s support during the American Revolution. What did French aid help American troops do? Read the highlighted text for ideas.</p>
446,687,6903,"<p>Instead of focusing on a contrasting or surprising idea, write about what happened as a result of France&#x27;s help. What was the impact of French support during the American Revolution?</p>",<p>Keep revising! Write about an effect of France&#x27;s support during the American Revolution. What did French aid help American troops do? Read the highlighted text for ideas.</p>
446,687,6904,"<p>It&#x27;s true that the United States became independent. However, something else happened first thanks to France&#x27;s help. What was a direct result of French aid in the revolution?</p>",<p>You&#x27;re on the right track! What happened (with France&#x27;s support!) that led to America&#x27;s independence? Read the highlighted text for ideas.</p>
446,687,6905,"<p>Instead of writing about the French Revolution, focus on the impact of France&#x27;s help during the American Revolution. What happened as a result of French support?</p>",<p>Keep revising! Write about a direct result of France&#x27;s help. What was one effect of French support during the American Revolution? Read the highlighted text for ideas.</p>
446,687,6906,<p>Try clearing your response and starting again. <br/><br/>What was one effect of French support during the American Revolution? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What did French aid help American troops do? Read the highlighted text for ideas.</p>
446,686,6892,<p>It&#x27;s true that the American government didn&#x27;t help the French in return. Now be more specific. When did they choose not to support France?</p>,<p>Almost there! Add another detail to your response. What is one specific conflict where the U.S. didn&#x27;t help France? Read the highlighted text for ideas.</p>
446,686,6893,"<p>Instead of writing about French leaders&#x27; concerns, focus on something surprising that happened after France supported the American Revolution. How did the U.S. government respond when there was a revolution in France?</p>",<p>Revise your response. What did the American government do when France was at war with the British? Read the highlighted text for ideas.</p>
446,686,6894,"<p>It&#x27;s true that French leaders had various reasons for supporting American revolutionaries. Instead of writing about France&#x27;s motivation, write about a contrasting action. How did the U.S. government respond when there was a revolution in France?</p>",<p>Revise your response. Write about something surprising that happened after the French supported the American Revolution. Read the highlighted text for ideas.</p>
446,686,6895,"<p>Instead of writing about a result of France&#x27;s aid to the Americans, focus on something surprising that happened after the American Revolution. How did the U.S. government respond when there was a revolution in France?</p>",<p>Revise your response. Write about something surprising that happened after the French supported the American Revolution. Read the highlighted text for ideas.</p>
446,686,6896,<p>Try clearing your response and starting again. <br/><br/>What is one American action that contrasts with France&#x27;s support for American revolutionaries?  Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again.   How did American leaders respond when France was involved in a conflict of their own? Read the highlighted text for ideas.</p>
446,685,6882,<p>It&#x27;s true that French leaders thought the American Revolution could help France. Now be more specific. How did they think the war would benefit France?</p>,<p>Almost there! Add another detail to your response. What is one way leaders believed that the American Revolution would help France? Read the highlighted text for ideas.</p>
446,685,6883,"<p>Instead of focusing on the rivalry between France and Britain, write about a reason why supporting the Americans would help the French.</p>",<p>Keep revising! What is one way leaders believed the American Revolution would help France? Read the highlighted text for ideas.</p>
446,685,6884,"<p>That&#x27;s important context, but that wasn&#x27;t France&#x27;s motivation. <br/><br/>Revise your response. Include a reason why French leaders thought that their country would benefit from supporting the American Revolution.</p>",<p>Keep revising! What is one way leaders believed the American Revolution would help France? Read the highlighted text for ideas.</p>
446,685,6885,"<p>Declaring independence removed a barrier to French support, but that wasn&#x27;t their motivation. <br/><br/>Revise your response. Include a reason why French leaders thought they would benefit from supporting the American Revolution.</p>",<p>Keep revising! What is one way leaders believed the American Revolution would help France? Read the highlighted text for ideas.</p>
446,685,6886,"<p>French leaders felt more confident after colonists won at Saratoga, but that wasn&#x27;t their motivation. <br/><br/>Revise your response. Include a reason why French leaders thought they would benefit from supporting the American Revolution.</p>",<p>Keep revising! What is one way leaders believed the American Revolution would help France? Read the highlighted text for ideas.</p>
446,685,6887,<p>It&#x27;s true that France wanted to retaliate against Britain after the Seven Years War. Now be more specific. How did supporting American revolutionaries help them do this?</p>,<p>Almost there! Add another detail to your response. How did French leaders think they could harm the British by supporting the Americans? Read the highlighted text for ideas.</p>
446,685,6888,"<p>That&#x27;s important context, but that wasn&#x27;t France&#x27;s motivation. <br/><br/>Revise your response. Include a reason why French leaders thought that their country would benefit from supporting the American Revolution.</p>",<p>Keep revising! What is one way leaders believed the American Revolution would help France? Read the highlighted text for ideas.</p>
446,685,6889,<p>Try clearing your response and starting again. <br/><br/>Why did French leaders choose to support American revolutionaries? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>What is one way French leaders believed the American Revolution would benefit their country? Read the highlighted text for ideas.</p>
445,684,6655,<p>It&#x27;s true that this impacted hunting! Now be more specific. How did having horses change the hunting process?</p>,<p>Keep revising! Try to be even more specific. What is one way that hunting changed when more people began using horses? Read the highlighted text for ideas.</p>
445,684,6657,<p>It&#x27;s true that horses helped improve travel! Now be more specific. How did travel change with the use of horses?</p>,<p>Keep revising! Try to be even more specific. How did horses improve travel for Indigenous people? Read the highlighted text for ideas.</p>
445,684,6659,<p>That&#x27;s true! Now be more specific. How did having large herds of horses impact Indigenous peoples&#x27; lives?</p>,<p>Keep revising! Try to be even more specific. What benefits did horses provide for Indigenous people? Read the highlighted text for ideas.</p>
445,684,6661,<p>It&#x27;s true that the increase in horses changed Indigenous people&#x27;s lives! Now be more specific. In what way were their lives impacted?</p>,<p>Keep revising! Try to be even more specific. What benefits did horses provide for Indigenous people? Read the highlighted text for ideas.</p>
445,684,6663,<p>Revise your work. What is a short-term consequence of the increase of horses for the Plains Indians?</p>,<p>Keep revising! How did having more horses positively impact Indigenous communities? Read the highlighted text for ideas.</p>
445,684,6665,<p>Try clearing your response and starting again. <br/><br/>How did the increase in horses impact Indigenous people&#x27;s lives? Check that your response only uses information from the text.</p>,<p>Try clearing your response and starting again. <br/><br/>How did having more horses positively impact Indigenous communities? Read the highlighted text for ideas.</p>
445,683,6635,<p>It&#x27;s true that herds were lost! Now be more specific. Why were the herds lost?</p>,<p>Keep revising! Try to be even more specific. What actions caused the herds to be lost? Read the highlighted text for ideas.</p>
445,683,6637,<p>It&#x27;s true that tribes were forced from their lands. Now be more specific. What happened as a result of this?</p>,<p>Keep revising! Try to be even more specific. What happened to the tribes&#x27; horses after they were forced from their lands? Read the highlighted text for ideas.</p>
445,683,6639,<p>That&#x27;s true! Now be more specific. Why were tribes impacted unevenly by the increase in horses?</p>,<p>Keep revising! Try to be even more specific. What caused some tribes to have bigger herds than others? Read the highlighted text for ideas.</p>
445,683,6641,<p>That&#x27;s true! Now be more specific. Why did some tribes hunt on foot or with dogs?</p>,<p>Keep revising! Try to be even more specific. Why didn&#x27;t all tribes use horses to hunt? Read the highlighted text for ideas.</p>
445,683,6643,"<p>Instead of focusing on the research around the origins of horses, write about a detail that contrasts with the growth of the horse population in the 16th century. <br/><br/>What is something that happened <em>despite the fact that</em> horses became more common?</p>",<p>Keep revising! Add information about something that happened <em>even though </em>there were more horses available. Read the highlighted text for ideas.</p>
